attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,popular_mentions
Red Lantern Escape Rooms,"471 W Lambert Rd Suite 108, Brea, CA 92821-3921",92821,5.0,190,https://www.tripadvisor.com/Attraction_Review-g32107-d12072737-Reviews-Red_Lantern_Escape_Rooms-Brea_California.html,"['Filters', 'English', 'Detailed Reviews', 'bayou']"
Sequoia and Kings Canyon National Parks,"47050 Generals Hwy Ste 35, Three Rivers, CA 93271-9599",93271,5.0,1224,https://www.tripadvisor.com/Attraction_Review-g60963-d9559894-Reviews-Sequoia_and_Kings_Canyon_National_Parks-Three_Rivers_California.html,"['Filters', 'English', 'Detailed Reviews', 'general sherman', 'sherman tree', 'both parks', 'big trees', 'amazing trees', 'largest trees', 'south entrance', 'giant forest', 'visitor centers', 'awe inspiring', 'beautiful park', 'tunnel log', 'moro', 'snow', 'hike', 'nature', 'meadows', 'foothills', 'byway', 'scenery', 'switchbacks', 'wonders', 'california', 'thousands']"
Annenberg Community Beach House,"415 Palisades Beach Rd Santa Monica State Beach, Santa Monica, CA 90402-1601",90402,4.5,134,https://www.tripadvisor.com/Attraction_Review-g33052-d1514571-Reviews-Annenberg_Community_Beach_House-Santa_Monica_California.html,"['Filters', 'English', 'Detailed Reviews', 'guest house', 'marion davies', 'splash pad', 'sand', 'beach', 'ocean', 'stretch']"
Pulchella Winery,"24261 Main St, Santa Clarita, CA 91321-2907",91321,5.0,11,https://www.tripadvisor.com/Attraction_Review-g33047-d6901626-Reviews-Pulchella_Winery-Santa_Clarita_California.html,"['Filters', 'English', 'Detailed Reviews']"
Stearns Wharf,"219 Stearns Wharf, Santa Barbara, CA 93101-3581",93101,4.0,2217,https://www.tripadvisor.com/Attraction_Review-g33045-d116767-Reviews-Stearns_Wharf-Santa_Barbara_California.html,"['Filters', 'English', 'Detailed Reviews', 'nice walk', 'souvenir shops', 'wooden pier', 'sea center', 'cars', 'ocean', 'piers', 'stroll', 'aquarium', 'longboard', 'boats', 'sb', 'california']"
Two Harbors,"West End, Catalina Island, CA 90704",90704,4.5,67,https://www.tripadvisor.com/Attraction_Review-g102873-d652943-Reviews-Two_Harbors-Catalina_Island_California.html,"['Filters', 'English', 'Detailed Reviews', 'day trip', 'fun visit', 'catalina']"
City Hall,"44950 Eldorado Dr, Indian Wells, Greater Palm Springs, CA 92210-7414",92210,4.5,5,https://www.tripadvisor.com/Attraction_Review-g32523-d14064983-Reviews-City_Hall-Indian_Wells_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews']"
Livermore Shiva-Vishnu Temple,"1232 Arrowhead Ave, Livermore, CA 94551-6963",94551,4.5,51,https://www.tripadvisor.com/Attraction_Review-g32635-d4681018-Reviews-Livermore_Shiva_Vishnu_Temple-Livermore_Tri_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'divine feeling', 'big hall', 'prasadam', 'spiritual', 'hinduism', 'administration', 'parking']"
Pepperdine University,"24255 Pacific Coast Hwy, Malibu, CA 90263-3999",90263,4.5,194,https://www.tripadvisor.com/Attraction_Review-g32676-d144147-Reviews-Pepperdine_University-Malibu_California.html,"['Filters', 'English', 'Detailed Reviews']"
Caymus Vineyards,"8700 Conn Creek Road, Rutherford, CA 94573",94573,4.5,522,https://www.tripadvisor.com/Attraction_Review-g32997-d532025-Reviews-Caymus_Vineyards-Rutherford_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'wagner family', 'special selection', 'fiji water', 'great wine', 'tasting fee', 'favorite wine', 'napa valley', 'tasting room', 'cabernet sauvignon', 'tasting experience', 'outdoor tasting', 'grounds are beautiful', 'at home', 'family history', 'wine club', 'mer', 'conundrum', 'glass', 'reservation', 'wines', 'host', 'soleil', 'arbor', 'tracey', 'table', 'case', 'server', 'cabs', 'patio', 'varietals']"
Shinzen Japanese Garden,"114 E Audubon Dr, Fresno, CA 93720-1512",93720,4.5,152,https://www.tripadvisor.com/Attraction_Review-g32414-d2304487-Reviews-Shinzen_Japanese_Garden-Fresno_California.html,"['Filters', 'English', 'Detailed Reviews', 'bonsai collection', 'koi fish', 'japanese garden', 'works of art', 'four seasons', 'take pictures', 'few hours', 'central valley', 'beauty', 'bridge', 'clark', 'park', 'trees', 'volunteers', 'oasis', 'yosemite', 'shade', 'gem', 'heat', 'acres']"
La Purísima Mission State Historic Park,"2295 Purisima Rd, Lompoc, CA 93436-9647",93436,4.5,393,https://www.tripadvisor.com/Attraction_Review-g32645-d128552-Reviews-La_Purisima_Mission_State_Historic_Park-Lompoc_California.html,"['Filters', 'English', 'Detailed Reviews', 'visitor center', 'la purisima', 'candle making', 'gift shop', 'early california', 'parking fee', 'worth a stop', 'chumash indians', 'church', 'animals', 'grounds', 'visitors', 'livestock', 'pigs', 'rooms', 'concepcion', 'representation', 'dirt', 'picnic', 'highway']"
Mendocino Headlands State Park,"Hwy 1, Mendocino, CA 95460",95460,4.5,510,https://www.tripadvisor.com/Attraction_Review-g32701-d103868-Reviews-Mendocino_Headlands_State_Park-Mendocino_Mendocino_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'mendocino headlands', 'easy walk', 'on the rocks', 'saw seals', 'rugged coastline', 'town', 'ocean', 'edge', 'caves', 'shore', 'birds', 'surf', 'scenery', 'solitude', 'fog', 'path']"
Margo Dodd Park,"Ocean Blvd, Pismo Beach, CA 93449",93449,4.5,108,https://www.tripadvisor.com/Attraction_Review-g32894-d4833580-Reviews-Margo_Dodd_Park-Pismo_Beach_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'bird watch', 'great spot', 'gazebo', 'seagulls', 'benches', 'caves', 'beach', 'offshore', 'conservancy', 'preserve', 'waves']"
Leo Carrillo State Park and Beach,"35000 Pacific Coast Hwy, Malibu, CA 90265-2376",90265,4.5,243,https://www.tripadvisor.com/Attraction_Review-g32676-d129305-Reviews-Leo_Carrillo_State_Park_and_Beach-Malibu_California.html,"['Filters', 'English', 'Detailed Reviews', 'tide pools', 'low tide', 'sea life', 'lifeguard station', 'large rocks', 'pch', 'surfers', 'highway', 'tar']"
Morro Bay National Estuary,"South Bay Blvd., Morro Bay, CA 93442",93442,4.5,241,https://www.tripadvisor.com/Attraction_Review-g32746-d145760-Reviews-Morro_Bay_National_Estuary-Morro_Bay_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'sea lions', 'rent a kayak', 'the natural history museum', 'bring binoculars', 'bird life', 'nice walk', 'black hill', 'boardwalk', 'wildlife', 'bay', 'herons', 'fog', 'coast']"
Gizdich Ranch,"55 Peckham Rd, Watsonville, CA 95076-9748",95076,4.5,144,https://www.tripadvisor.com/Attraction_Review-g33241-d4498692-Reviews-Gizdich_Ranch-Watsonville_California.html,"['Filters', 'English', 'Detailed Reviews', 'pie', 'pick your own', 'antique shop', 'apple picking', 'bring your own', 'fun experience', 'apple farm', 'berries', 'cherry', 'slice', 'jams', 'varieties', 'orchard', 'gala', 'bucket', 'soap']"
UCSC Arboretum,"1156 High St, Santa Cruz, CA 95064-1077",95064,4.5,162,https://www.tripadvisor.com/Attraction_Review-g33048-d1601582-Reviews-UCSC_Arboretum-Santa_Cruz_California.html,"['Filters', 'English', 'Detailed Reviews', 'south africa', 'gift shop', 'native plants', 'succulent garden', 'special garden', 'public gardens', 'guided tour', 'species', 'trees', 'signage']"
Screenbid,"6675 Hollywood Blvd, West Hollywood, CA 90028-6220",90028,5.0,2,https://www.tripadvisor.com/Attraction_Review-g33252-d13473052-Reviews-Screenbid-West_Hollywood_California.html,"['Filters', 'English', 'Detailed Reviews']"
Santa Barbara Museum of Natural History,"2559 Puesta Del Sol, Santa Barbara, CA 93105-2936",93105,4.5,308,https://www.tripadvisor.com/Attraction_Review-g33045-d102902-Reviews-Santa_Barbara_Museum_of_Natural_History-Santa_Barbara_California.html,"['Filters', 'English', 'Detailed Reviews', 'butterfly exhibit', 'whale skeleton', 'live birds', 'creek bed', 'mission creek', 'kids and adults', 'all ages', 'great for kids', 'butterflies', 'exhibits', 'owl', 'pygmy', 'animatronics', 'handlers', 'prehistoric', 'science', 'nature', 'diversity', 'land', 'galleries']"
U-Pick Carlsbad Strawberry Company,"Cannon Rd., Carlsbad, CA 92010",92010,4.0,89,https://www.tripadvisor.com/Attraction_Review-g32171-d8309079-Reviews-U_Pick_Carlsbad_Strawberry_Company-Carlsbad_California.html,"['Filters', 'English', 'Detailed Reviews', 'pick strawberries', 'corn maze', 'pumpkin patch', 'farming', 'fun', 'activity', 'blast', 'california']"
Earl Burns Miller Japanese Garden,"1250 N Bellflower Blvd California State University, Long Beach, CA 90840-0004",90840,4.5,149,https://www.tripadvisor.com/Attraction_Review-g32648-d284482-Reviews-Earl_Burns_Miller_Japanese_Garden-Long_Beach_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sea Life Aquarium,"1 Legoland Dr, Carlsbad, CA 92008-4610",92008,4.0,672,https://www.tripadvisor.com/Attraction_Review-g32171-d1572831-Reviews-Sea_Life_Aquarium-Carlsbad_California.html,"['Filters', 'English', 'Detailed Reviews', 'legoland ticket', 'touch pool', 'sharks', 'exhibits', 'legos', 'tunnel', 'creatures', 'tide', 'passes']"
Hermosa Beach Pier,"1 Pier Ave, Hermosa Beach, CA 90254-3731",90254,4.5,963,https://www.tripadvisor.com/Attraction_Review-g32490-d2228781-Reviews-Hermosa_Beach_Pier-Hermosa_Beach_California.html,"['Filters', 'English', 'Detailed Reviews', 'great beach', 'surfers', 'stroll', 'waves', 'surfing', 'bike']"
The Haggin Museum,"1201 N Pershing Ave, Stockton, CA 95203-1604",95203,4.5,156,https://www.tripadvisor.com/Attraction_Review-g33130-d1813073-Reviews-The_Haggin_Museum-Stockton_California.html,"['Filters', 'English', 'Detailed Reviews', 'art collection', 'nice surprise', 'many reasons', 'exhibits', 'history', 'downstairs', 'jeep', 'mummy', 'trunk', 'americana', 'murder']"
Baby Beach,"24300 Dana Point Harbor Drive, Dana Point, CA 92629-2914",92629,4.5,157,https://www.tripadvisor.com/Attraction_Review-g32279-d6373215-Reviews-Baby_Beach-Dana_Point_California.html,"['Filters', 'English', 'Detailed Reviews', 'great beach for families', 'paddle boarders', 'doheny beach', 'currents', 'rocks', 'blast']"
Sikh Gurdwara,"3636 Murillo Ave, San Jose, CA 95148-4341",95148,4.5,63,https://www.tripadvisor.com/Attraction_Review-g33020-d5988821-Reviews-Sikh_Gurdwara-San_Jose_California.html,"['Filters', 'English', 'Detailed Reviews']"
San Francisco Premium Outlets,"2774 Livermore Outlets Dr, Livermore, CA 94551-4204",94551,4.0,599,https://www.tripadvisor.com/Attraction_Review-g32635-d4177683-Reviews-San_Francisco_Premium_Outlets-Livermore_Tri_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'food court', 'kate spade', 'calvin klein', 'great shopping', 'banana republic', 'hugo boss', 'deals', 'nike', 'parking', 'coach', 'starbucks', 'gap', 'navy', 'tumi', 'cosmetics', 'choices', 'puma', 'buyer', 'converse', 'diesel', 'armour', 'passport', 'sfo']"
Quicksilver Ranch,"1555 Alamo Pintado Rd 918 D Avenue, Solvang, CA 93463-9756",93463,4.0,143,https://www.tripadvisor.com/Attraction_Review-g33103-d1856911-Reviews-Quicksilver_Ranch-Solvang_California.html,"['Filters', 'English', 'Detailed Reviews']"
Grgich Hills Estate,"1829 St. Helena Highway, Rutherford, CA 94573",94573,4.5,604,https://www.tripadvisor.com/Attraction_Review-g32997-d144111-Reviews-Grgich_Hills_Estate-Rutherford_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'fume blanc', 'tasting room', 'wine tasting', 'the napa valley wine train', 'tasting experience', 'great wine', 'seated tasting', 'wine club members', 'first stop', 'visit napa', 'nice tour', 'napa area', 'beautiful grounds', 'toni', 'croatia', 'winery', 'wineries', 'host', 'estate', 'reputation', 'reds', 'cabs', 'server', 'case', 'appointment', 'reservation', 'setting', 'patio']"
Eagle Falls,"24 Emerald Bay Rd, CA 96150",96150,4.5,82,https://www.tripadvisor.com/Attraction_Review-g155987-d145237-Reviews-Eagle_Falls-Lake_Tahoe_California_California.html,"['Filters', 'English', 'Detailed Reviews', 'great hike', 'trail', 'lake']"
Welk Resorts Theatre,"8860 Lawrence Welk Dr, Escondido, CA 92026-6403",92026,4.5,274,https://www.tripadvisor.com/Attraction_Review-g32358-d556093-Reviews-Welk_Resorts_Theatre-Escondido_California.html,"['Filters', 'English', 'Detailed Reviews']"
Pulgas Water Temple,"80 Canada Rd, Redwood City, CA 94062-4144",94062,4.0,95,https://www.tripadvisor.com/Attraction_Review-g32956-d3462223-Reviews-Pulgas_Water_Temple-Redwood_City_California.html,"['Filters', 'English', 'Detailed Reviews', 'parking lot', 'short walk', 'picnic', 'photos', 'trees']"
Natural History Museum of Los Angeles County,"900 Exposition Blvd Exposition Park, Los Angeles, CA 90007-4057",90007,4.5,1343,https://www.tripadvisor.com/Attraction_Review-g32655-d103412-Reviews-Natural_History_Museum_of_Los_Angeles_County-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'all ages', 'beautiful building', 'dinosaurs', 'displays', 'parking', 'school']"
The Marine Mammal Center,"2000 Bunker Rd, Sausalito, CA 94965-2619",94965,4.5,338,https://www.tripadvisor.com/Attraction_Review-g33062-d104219-Reviews-The_Marine_Mammal_Center-Sausalito_Marin_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Henry Cowell Redwoods State Park,"Big Trees Park Road, Felton, CA 95018",95018,5.0,733,https://www.tripadvisor.com/Attraction_Review-g32377-d116849-Reviews-Henry_Cowell_Redwoods_State_Park-Felton_California.html,"['Filters', 'English', 'Detailed Reviews', 'the loop', 'banana slugs', 'visitor center', 'old growth', 'amazing trees', 'poison oak', 'giant trees', 'observation deck', 'easy trail', 'roaring camp railroad', 'awe inspiring', 'gift shop', 'hiking trails', 'san francisco', 'hike', 'nature', 'grove', 'river', 'monterey', 'california', 'hwy', 'docent', 'picnic', 'pathway']"
Merryvale Vineyards,"1000 Main St, St. Helena, CA 94574-2011",94574,4.5,594,https://www.tripadvisor.com/Attraction_Review-g33000-d208723-Reviews-Merryvale_Vineyards-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'cask room', 'wine tasting', 'tasting room', 'great wine', 'tasting experience', 'wine educator', 'napa valley', 'great host', 'nice tasting', 'wine club', 'pinot noir', 'favorite wineries', 'great visit', 'wine making', 'different wines', 'manny', 'profile', 'silhouette', 'alison', 'winery', 'helena', 'list', 'server', 'setting', 'sommelier', 'shipment', 'patio', 'glass', 'barrel', 'reservation']"
Patrick Amiot Junk Art,"2371 Gravenstein Hwy S 382 Florence Ave., Sebastopol, CA 95472-8225",95472,5.0,173,https://www.tripadvisor.com/Attraction_Review-g33069-d2053364-Reviews-Patrick_Amiot_Junk_Art-Sebastopol_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'super fun', 'florence', 'ave', 'yards', 'neighbors', 'camera']"
Niner Wine Estates,"2400 W Highway 46, Paso Robles, CA 93446-8602",93446,4.5,226,https://www.tripadvisor.com/Attraction_Review-g32861-d1903049-Reviews-Niner_Wine_Estates-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting room', 'beautiful facility', 'cheese board', 'wine', 'server', 'paso', 'reds', 'pinot', 'hospitality', 'reservation']"
Patrick's Point State Park,"4150 Patricks Point Dr, Trinidad, CA 95570-8707",95570,4.5,510,https://www.tripadvisor.com/Attraction_Review-g33188-d116946-Reviews-Patrick_s_Point_State_Park-Trinidad_Humboldt_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'wedding rock', ""patrick's point"", 'state park', 'coastal views', 'visitor center', 'tide pools', 'entrance fee', 'down the road', 'low tide', 'camping', 'campground', 'sites', 'village', 'hike', 'ocean', 'rocks', 'redwoods', 'beach', 'whales', 'ranger', 'trees', 'picnic', 'lookout', 'tidepools', 'steps', 'shore', 'fog', 'access', 'pacific', 'waves']"
Chateau Montelena,"1429 Tubbs Ln, Calistoga, CA 94515-9726",94515,4.5,709,https://www.tripadvisor.com/Attraction_Review-g32143-d144798-Reviews-Chateau_Montelena-Calistoga_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'bottle shock', 'beautiful grounds', 'jade lake', 'library tasting', 'tasting room', 'wine tasting', 'napa valley', 'tasting fee', 'great history', 'tasting experience', 'great wine', 'wine club', 'different wines', 'movie', 'judgement', 'barrett', 'winery', 'wineries', 'estate', 'host', 'property', 'zinfandel', 'futures', 'reservation', 'cab', 'reds', 'server', 'winemaking', 'cellar', 'appointment']"
BAPS Shri Swaminarayan Mandir,"15100 Fairfield Ranch Rd, Chino Hills, CA 91709-8856",91709,5.0,162,https://www.tripadvisor.com/Attraction_Review-g32206-d3582418-Reviews-BAPS_Shri_Swaminarayan_Mandir-Chino_Hills_California.html,"['Filters', 'English', 'Detailed Reviews', 'wood carved', 'spiritual place', 'temple', 'religious', 'worship', 'visitors', 'structure', 'skirt', 'art', 'awe', 'prohibited', 'architect', 'sculptures', 'skills', 'california']"
